Symbol,Security Name
HATSUN,HATSUN AGRO PRODUCT LIMITED
HBLENGINE,HBL ENGINEERING LIMITED
HCG,HEALTHCARE GLOBAL ENTERPRISES LIMITED
HDBFS,HDB FINANCIAL SERVICES LIMITED
HDFCBSE500,HDFC MUTUAL FUND - HDFC S&P BSE 500 ETF
HDFCGOLD,HDFC MUTUAL FUND-HDFC GOLD EXCHANGE TRADED FUND
HDFCGROWTH,HDFC MUTUAL FUND - HDFC NIFTY GROWTH SECTORS 15 ETF
HDFCLIQUID,HDFC NIFTY 1D RATE LIQUID ETF - GROWTH
HDFCLOWVOL,HDFC MUTUAL FUND - HDFC NIFTY100 LOW VOLATILITY 30 ETF
HDFCMID150,HDFC MUTUAL FUND - HDFC NIFTY MIDCAP 150 ETF
HDFCMOMENT,HDFC MUTUAL FUND - HDFC NIFTY200 MOMENTUM 30 ETF
HDFCNEXT50,HDFC MUTUAL FUND - HDFC NIFTY NEXT 50 ETF
HDFCNIF100,HDFC MUTUAL FUND - HDFC NIFTY 100 ETF
HDFCNIFBAN,HDFC NIFTY BANK ETF
HDFCNIFIT,HDFC MUTUAL FUND - HDFC NIFTY IT ETF
HDFCNIFTY,HDFC NIFTY 50 ETF
HDFCPSUBK,HDFC MUTUAL FUND -HDFC NIFTY PSU BANK ETF
HDFCPVTBAN,HDFC MUTUAL FUND - HDFC NIFTY PRIVATE BANK ETF
HDFCQUAL,HDFC MUTUAL FUND - HDFC NIFTY100 QUALITY 30 ETF
HDFCSENSEX,HDFC S&P BSE SENSEX ETF
HDFCSILVER,HDFC MUTUAL FUND - HDFC SILVER ETF
HDFCSML250,HDFC MUTUAL FUND - HDFC NIFTY SMALLCAP 250 ETF
HDFCVALUE,HDFC MUTUAL FUND - HDFC NIFTY50 VALUE 20 ETF
HEALTHADD,DSP MUTUAL FUND - DSP NIFTY HEALTHCARE ETF
HEALTHIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY HEALTHCARE ETF
HEALTHY,ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF
HEG,HEG LIMITED
HEIDELBERG,HEIDELBERGCEMENT INDIA LIMITED
HEMIPROP,HEMISPHERE PROPERTIES INDIA LIMITED
HERANBA,HERANBA INDUSTRIES LIMITED
HERITGFOOD,HERITAGE FOODS LIMITED
HESTERBIO,HESTER BIOSCIENCES LIMITED
HEUBACHIND,HEUBACH COLORANTS INDIA LIMITED
HEXT,HEXAWARE TECHNOLOGIES LIMITED
HGINFRA,H.G. INFRA ENGINEERING LIMITED
HGS,HINDUJA GLOBAL SOLUTIONS LIMITED
HIGREEN,HI-GREEN CARBON LIMITED
HIKAL,HIKAL LIMITED
HILINFRA,HIGHWAY INFRASTRUCTURE LIMITED
HIMATSEIDE,HIMATSINGKA SEIDE LIMITED
HINDCOMPOS,HINDUSTAN COMPOSITES LIMITED
HINDCON,HINDCON CHEMICALS LIMITED
HINDCOPPER,HINDUSTAN COPPER LIMITED
HINDOILEXP,HINDUSTAN OIL EXPLORATION COMPANY LIMITED
HINDWAREAP,HINDWARE HOME INNOVATION LIMITED
HISARMETAL,HISAR METAL INDUSTRIES LIMITED
HITECH,HI-TECH PIPES LIMITED
HITECHCORP,HITECH CORPORATION LIMITED
HLEGLAS,HLE GLASCOAT LIMITED
HLVLTD,HLV LIMITED
HMVL,HINDUSTAN MEDIA VENTURES LIMITED
HNDFDS,HINDUSTAN FOODS LIMITED
HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES
HOMEFIRST,HOME FIRST FINANCE COMPANY INDIA LIMITED
HONASA,HONASA CONSUMER LIMITED
HONAUT,HONEYWELL AUTOMATION INDIA LIMITED
HONDAPOWER,HONDA INDIA POWER PRODUCTS LIMITED
HPAL,HP ADHESIVES LIMITED
HPIL,HINDPRAKASH INDUSTRIES LIMITED
HPL,HPL ELECTRIC & POWER LIMITED
HSCL,HIMADRI SPECIALITY CHEMICAL LIMITED
HUBTOWN,HUBTOWN LIMITED
HUHTAMAKI,HUHTAMAKI INDIA LIMITED
ICEMAKE,ICE MAKE REFRIGERATION LIMITED
ICICIB22,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF
ICIL,INDO COUNT INDUSTRIES LIMITED
ICRA,ICRA LIMITED
IDBI,IDBI BANK LIMITED
IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED
IDENTICAL,IDENTICAL BRAINS STUDIOS LIMITED
IDFNIFTYET,BANDHAN NIFTY 50 ETF
IEML,INDIAN EMULSIFIERS LIMITED
IFBIND,IFB INDUSTRIES LIMITED
IFGLEXPOR,IFGL REFRACTORIES LIMITED
IGARASHI,IGARASHI MOTORS INDIA LIMITED
IGCL,INDOGULF CROPSCIENCES LIMITED
IGPL,IG PETROCHEMICALS LIMITED
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED
IKIO,IKIO TECHNOLOGIES LIMITED
IKS,INVENTURUS KNOWLEDGE SOLUTIONS LIMITED
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LIMITED
IMFA,INDIAN METALS & FERRO ALLOYS LIMITED
IMPAL,INDIA MOTOR PARTS AND ACCESSORIES LIMITED
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
INDBANK,INDBANK MERCHANT BANKING SERVICES LIMITED
INDGN,INDEGENE LIMITED
INDIAGLYCO,INDIA GLYCOLS LIMITED
INDIAMART,INDIAMART INTERMESH LIMITED
INDIANCARD,INDIAN CARD CLOTHING COMPANY LIMITED
INDIANHUME,INDIAN HUME PIPE COMPANY LIMITED
INDIASHLTR,INDIA SHELTER FINANCE CORPORATION LIMITED
INDIGOPNTS,INDIGO PAINTS LIMITED
INDIGRID,INDIGRID INFRASTRUCTURE TRUST
INDIQUBE,INDIQUBE SPACES LIMITED
INDNIPPON,INDIA NIPPON ELECTRICALS LIMITED
INDOAMIN,INDO AMINES LIMITED
INDOCO,INDOCO REMEDIES LIMITED
INDOFARM,INDO FARM EQUIPMENT LIMITED
INDOSTAR,INDOSTAR CAPITAL FINANCE LIMITED
INDOWIND,INDOWIND ENERGY LIMITED
INDRAMEDCO,INDRAPRASTHA MEDICAL CORPORATION LIMITED
INDTERRAIN,INDIAN TERRAIN FASHIONS LIMITED
INDUSINVIT,INDUS INFRA TRUST
INFIBEAM,INFIBEAM AVENUES LIMITED
INFIBPP,INFIBEAM AVENUES LIMITED
INFOLLION,INFOLLION RESEARCH SERVICES LIMITED
INFRABEES,NIPPON INDIA ETF NIFTY INFRASTRUCTURE BEES
INFRAIETF,ICICI PRUDENTIAL MUTUAL FUND-ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
INGERRAND,INGERSOLL RAND (INDIA) LIMITED
INNOVACAP,INNOVA CAPTAB LIMITED
INOXINDIA,INOX INDIA LIMITED
INSECTICID,INSECTICIDES (INDIA) LIMITED
INSPIRE,INSPIRE FILMS LIMITED
INTEGRITY,INTEGRITY INFRABUILD DEVELOPERS LIMITED
INTELLECT,INTELLECT DESIGN ARENA LIMITED
INTENTECH,INTENSE TECHNOLOGIES LIMITED
INTERISE,INTERISE TRUST
INTERNET,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA INTERNET ETF
INTLCONV,INTERNATIONAL CONVEYORS LIMITED
INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED
IOB,INDIAN OVERSEAS BANK
IOLCP,IOL CHEMICALS AND PHARMACEUTICALS LIMITED
IONEXCHANG,ION EXCHANGE (INDIA) LIMITED
IPCALAB,IPCA LABORATORIES LIMITED
IPHL,INDIAN PHOSPHATE LIMITED
IPL,INDIA PESTICIDES LIMITED
IPSL,INTEGRATED PERSONNEL SERVICES LIMITED
IRB,IRB INFRASTRUCTURE DEVELOPERS LIMITED
IRBINVIT,IRB INVIT FUND
IRBIT,IRB INFRASTRUCTURE TRUST
IRCON,IRCON INTERNATIONAL LIMITED
IRMENERGY,IRM ENERGY LIMITED
ISFT,INTRASOFT TECHNOLOGIES LIMITED
ISGEC,ISGEC HEAVY ENGINEERING LIMITED
IT,KOTAK NIFTY IT ETF
ITALIANE,ITALIAN EDIBLES LIMITED
ITBEES,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
ITCHOTELS,ITC HOTELS LIMITED
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED
ITDCEM,ITD CEMENTATION INDIA LIMITED
ITETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY IT ETF
ITETFADD,DSP MUTUAL FUND - DSP NIFTY IT ETF
ITIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY IT ETF
IVC,IL&FS INVESTMENT MANAGERS LIMITED
IVP,IVP LIMITED
IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TRADED FUND
IVZINNIFTY,INVESCO INDIA NIFTY EXCHANGE TRADED FUND
IXIGO,LE TRAVENUES TECHNOLOGY LIMITED
J&KBANK,THE JAMMU & KASHMIR BANK LIMITED
JAGRAN,JAGRAN PRAKASHAN LIMITED
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LIMITED
JAIBALAJI,JAI BALAJI INDUSTRIES LIMITED
JAIPURKURT,NANDANI CREATION LIMITED
JAMNAAUTO,JAMNA AUTO INDUSTRIES LIMITED
JASH,JASH ENGINEERING LIMITED
JAYAGROGN,JAYANT AGRO ORGANICS LIMITED
JAYBEE,JAY BEE LAMINATIONS LIMITED
JAYSREETEA,JAYSHREE TEA & INDUSTRIES LIMITED
JBCHEPHARM,JB CHEMICALS & PHARMACEUTICALS LIMITED
JBMA,JBM AUTO LIMITED
JCHAC,JOHNSON CONTROLS - HITACHI AIR CONDITIONING INDIA LIMITED
JETFREIGHT,JET FREIGHT LOGISTICS LIMITED
JGCHEM,J.G.CHEMICALS LIMITED
JINDALPOLY,JINDAL POLY FILMS LIMITED
JINDALSAW,JINDAL SAW LIMITED
JINDRILL,JINDAL DRILLING AND INDUSTRIES LIMITED
JINDWORLD,JINDAL WORLDWIDE LIMITED
JISLDVREQS,JAIN IRRIGATION SYSTEMS LIMITED
JISLJALEQS,JAIN IRRIGATION SYSTEMS LIMITED
JIWANRAM,JIWANRAM SHEODUTTRAI INDUSTRIES LIMITED
JKCEMENT,JK CEMENT LIMITED
JKIL,J.KUMAR INFRAPROJECTS LIMITED
JKLAKSHMI,JK LAKSHMI CEMENT LIMITED
JKPAPER,JK PAPER LIMITED
JKTYRE,JK TYRE & INDUSTRIES LIMITED
JLHL,JUPITER LIFE LINE HOSPITALS LIMITED
JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED
JMFINANCIL,JM FINANCIAL LIMITED
JOCIL,JOCIL LIMITED
JSFB,JANA SMALL FINANCE BANK LIMITED
JSL,JINDAL STAINLESS LIMITED
JSLL,JEENA SIKHO LIFECARE LIMITED
JSWCEMENT,JSW CEMENT LIMITED
JTEKTINDIA,JTEKT INDIA LIMITED
JTLIND,JTL INDUSTRIES LIMITED
JUBLINGREA,JUBILANT INGREVIA LIMITED
JUBLPHARMA,JUBILANT PHARMOVA LIMITED
JUNIORBEES,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
JUSTDIAL,JUST DIAL LIMITED
JWL,JUPITER WAGONS LIMITED
JYOTHYLAB,JYOTHY LABS LIMITED
JYOTICNC,JYOTI CNC AUTOMATION LIMITED
JYOTIGLOBL,JYOTI GLOBAL PLAST LIMITED
JYOTISTRUC,JYOTI STRUCTURES LIMITED
KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED
KAJARIACER,KAJARIA CERAMICS LIMITED
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED
KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED
KALANA,KALANA ISPAT LIMITED
KAMATHOTEL,KAMAT HOTELS (I) LIMITED
KAMDHENU,KAMDHENU LIMITED
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LIMITED
KANSAINER,KANSAI NEROLAC PAINTS LIMITED
KAPSTON,KAPSTON SERVICES LIMITED
KARURVYSYA,KARUR VYSYA BANK LIMITED
KATARIA,KATARIA INDUSTRIES LIMITED
KAYTEX,KAYTEX FABRICS LIMITED
KCK,KCK INDUSTRIES LIMITED
KCP,KCP LIMITED
KCPSUGIND,KCP SUGAR AND INDUSTRIES CORPORATION LIMITED
KDDL,KDDL LIMITED
KDL,KORE DIGITAL LIMITED
KEC,KEC INTERNATIONAL LIMITED
KECL,KIRLOSKAR ELECTRIC COMPANY LIMITED
KEL,KUNDAN EDIFICE LIMITED
KELLTONTEC,KELLTON TECH SOLUTIONS LIMITED
KHADIM,KHADIM INDIA LIMITED
KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LIMITED
KHANDSE,KHANDWALA SECURITIES LIMITED
KHFM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED
KICL,KALYANI INVESTMENT COMPANY LIMITED
KILITCH,KILITCH DRUGS (INDIA) LIMITED
KIMS,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED
KIOCL,KIOCL LIMITED
KIRIINDUS,KIRI INDUSTRIES LIMITED
KIRLOSBROS,KIRLOSKAR BROTHERS LIMITED
KIRLOSENG,KIRLOSKAR OIL ENGINES LIMITED
KIRLOSIND,KIRLOSKAR INDUSTRIES LIMITED
KIRLPNU,KIRLOSKAR PNEUMATIC COMPANY LIMITED
KKCL,KEWAL KIRAN CLOTHING LIMITED
KKJEWELS,KABRA JEWELS LIMITED
KLL,KAUSHALYA LOGISTICS LIMITED
KMEW,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED
KMSUGAR,K.M.SUGAR MILLS LIMITED
KNAGRI,KN AGRI RESOURCES LIMITED
KNRCON,KNR CONSTRUCTIONS LIMITED
KODYTECH,KODY TECHNOLAB LIMITED
KOHINOOR,KOHINOOR FOODS LIMITED
KOKUYOCMLN,KOKUYO CAMLIN LIMITED
KOLTEPATIL,KOLTE - PATIL DEVELOPERS LIMITED
KOPRAN,KOPRAN LIMITED
KOTARISUG,KOTHARI SUGARS AND CHEMICALS LIMITED
KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED
KOTHARIPRO,KOTHARI PRODUCTS LIMITED
KPEL,K.P. ENERGY LIMITED
KPIGREEN,KPI GREEN ENERGY LIMITED
KPIL,KALPATARU PROJECTS INTERNATIONAL LIMITED
KPRMILL,K.P.R. MILL LIMITED
KRBL,KRBL LIMITED
KRISHANA,KRISHANA PHOSCHEM LIMITED
KRISHCA,KRISHCA STRAPPING SOLUTIONS LIMITED
KRISHNADEF,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED
KRITIKA,KRITIKA WIRES LIMITED
KRITINUT,KRITI NUTRIENTS LIMITED
KRN,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED
KRONOX,KRONOX LAB SCIENCES LIMITED
KROSS,KROSS LIMITED
KRSNAA,KRSNAA DIAGNOSTICS LIMITED
KRT,KNOWLEDGE REALTY TRUST
KRYSTAL,KRYSTAL INTEGRATED SERVICES LIMITED
KSB,KSB LIMITED
KSCL,KAVERI SEED COMPANY LIMITED
KSHITIJPOL,KSHITIJ POLYLINE LIMITED
KSL,KALYANI STEELS LIMITED
KSOLVES,KSOLVES INDIA LIMITED
KTKBANK,THE KARNATAKA BANK LIMITED
KUANTUM,KUANTUM PAPERS LIMITED
LAGNAM,LAGNAM SPINTEX LIMITED
LAKSHYA,LAKSHYA POWERTECH LIMITED
LALPATHLAB,DR. LAL PATH LABS LTD.
LAMBODHARA,LAMBODHARA TEXTILES LIMITED
LAMOSAIC,LAMOSAIC INDIA LIMITED
LANCORHOL,LANCOR HOLDINGS LIMITED
LANDMARK,LANDMARK CARS LIMITED
LAOPALA,LA OPALA RG LIMITED
LATENTVIEW,LATENT VIEW ANALYTICS LIMITED
LAWSIKHO,ADDICTIVE LEARNING TECHNOLOGY LIMITED
LAXMICOT,LAXMI COTSPIN LIMITED
LAXMIDENTL,LAXMI DENTAL LIMITED
LAXMIINDIA,LAXMI INDIA FINANCE LIMITED
LEMONTREE,LEMON TREE HOTELS LIMITED
LFIC,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED
LGBBROSLTD,LG BALAKRISHNAN & BROS LIMITED
LIBAS,LIBAS CONSUMER PRODUCTS LIMITED
LIBERTSHOE,LIBERTY SHOES LIMITED
LICMFGOLD,LIC MF GOLD EXCHANGE TRADED FUND
LICNETFGSC,LIC MF - LIC MF G-SEC LT ETF - GO
LICNETFN50,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50
LICNETFSEN,LIC MUTUAL FUND - LIC MF EXCHANGE TRADED FUND - SENSEX
LICNFNHGP,LIC MF - LIC MF ETF - NIFTY 100
LICNMID100,LIC MUTUAL FUND - LIC MF NIFTY MIDCAP 100 ETF
LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITED
LINCOLN,LINCOLN PHARMACEUTICALS LIMITED
LINDEINDIA,LINDE INDIA LIMITED
LIQGRWBEES,NIPPON INDIA MUTUAL FUND-NIPPON INDIA NIFTY 1D RATE LIQUID ETF-GROWTH
LIQUID,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 1D RATE LIQUID ETF
LIQUID1,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY 1D RATE LIQUID ETF
LIQUIDADD,DSP BSE LIQUID RATE ETF
LIQUIDBETF,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF-GROWTH
LIQUIDCASE,ZERODHA FUND HOUSE - ZERODHA NIFTY 1D RATE LIQUID ETF
LIQUIDETF,DSP NIFTY 1D RATE LIQUID ETF
LIQUIDIETF,ICICI PRUDENTIAL BSE LIQUID RATE ETF- IDCW
LIQUIDPLUS,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 1D RATE LIQUID ETF-GROWTH
LIQUIDSBI,SBI MUTUAL FUND - SBI NIFTY 1D RATE ETF
LIQUIDSHRI,SHRIRAM MUTUAL FUND -SHRIRAM NIFTY 1D RATE LIQUID ETF
LLOYDPP,LLOYDS ENTERPRISES LIMITED
LLOYDS,LLOYDS LUXURIES LIMITED
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENPP,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,LLOYDS ENTERPRISES LIMITED
LLOYDSME,LLOYDS METALS AND ENERGY LIMITED
LMW,LMW LIMITED
LOVABLE,LOVABLE LINGERIE LIMITED
LOWVOL,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
LOWVOL1,KOTAK NIFTY 100 LOW VOLATILITY 30 ETF
LOWVOLIETF,ICICI PRUDENTIAL NIFTY 100 LOW VOLATILITY 30 ETF
LTFOODS,LT FOODS LIMITED
LTGILTBEES,NIPPON INDIA ETF NIFTY 8-13 YR G-SEC LONG TERM GILT
LTGILTCASE,ZERODHA FUND HOUSE - ZERODHA NIFTY 8-13 YR G-SEC ETF
LTTS,L&T TECHNOLOGY SERVICES LIMITED
LUMAXIND,LUMAX INDUSTRIES LIMITED
LUXIND,LUX INDUSTRIES LIMITED
LXCHEM,LAXMI ORGANIC INDUSTRIES LIMITED
LYKALABS,LYKA LABS LIMITED
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED
MACOBSTECH,MACOBS TECHNOLOGIES LIMITED
MADHAV,MADHAV MARBLES AND GRANITES LIMITED
MADHUSUDAN,MADHUSUDAN MASALA LIMITED
MADRASFERT,MADRAS FERTILIZERS LIMITED
MAFANG,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NYSE FANG+ ETF
MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED
MAGNUM,MAGNUM VENTURES LIMITED
MAHABANK,BANK OF MAHARASHTRA
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LIMITED
MAHEPC,MAHINDRA EPC IRRIGATION LIMITED
MAHESHWARI,MAHESHWARI LOGISTICS LIMITED
MAHICKRA,MAHICKRA CHEMICALS LIMITED
MAHKTECH,MIRAE ASSET MUTUAL FUND - MIRAE ASSET HANG SENG TECH ETF
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LIMITED
MAHLOG,MAHINDRA LOGISTICS LIMITED
MAHSCOOTER,MAHARASHTRA SCOOTERS LIMITED
MAHSEAMLES,MAHARASHTRA SEAMLESS LIMITED
MAITHANALL,MAITHAN ALLOYS LIMITED
MAITREYA,MAITREYA MEDICARE LIMITED
MAKEINDIA,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY INDIA MANUFACTURING ETF
MALLCOM,MALLCOM (INDIA) LIMITED
MALUPAPER,MALU PAPER MILLS LIMITED
MAMATA,MAMATA MACHINERY LIMITED
MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LIMITED
MANAKCOAT,MANAKSIA COATED METALS & INDUSTRIES LIMITED
MANAKSIA,MANAKSIA LIMITED
MANALIPETC,MANALI PETROCHEMICALS LIMITED
MANBA,MANBA FINANCE LIMITED
MANCREDIT,MANGAL CREDIT AND FINCORP LIMITED
MANGALAM,MANGALAM DRUGS AND ORGANICS LIMITED
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LIMITED
MANGLMCEM,MANGALAM CEMENT LIMITED
MANINDS,MAN INDUSTRIES (INDIA) LIMITED
MANINFRA,MAN INFRACONSTRUCTION LIMITED
MANOMAY,MANOMAY TEX INDIA LIMITED
MANORAMA,MANORAMA INDUSTRIES LIMITED
MANUFGBEES,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY INDIA MANUFACTURING ETF
MANYAVAR,VEDANT FASHIONS LIMITED
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED
MARALOVER,MARAL OVERSEAS LIMITED
MARATHON,MARATHON NEXTGEN REALTY LIMITED
MARCO,MARCO CABLES & CONDUCTORS LIMITED
MARKSANS,MARKSANS PHARMA LIMITED
MASFIN,MAS FINANCIAL SERVICES LIMITED
MASPTOP50,MIRAE ASSET MUTUAL FUND - MIRAE ASSET S&P 500 TOP 50 ETF
MASTEK,MASTEK LIMITED
MASTERTR,MASTER TRUST LIMITED
MATRIMONY,MATRIMONY.COM LIMITED
MAWANASUG,MAWANA SUGARS LIMITED
MAXESTATES,MAX ESTATES LIMITED
MAXIND,MAX INDIA LIMITED
MAXPOSURE,MAXPOSURE LIMITED
MAXVOLT,MAXVOLT ENERGY INDUSTRIES LIMITED
MAYASHEEL,MAYASHEEL VENTURES LIMITED
MAYURUNIQ,MAYUR UNIQUOTERS LTD
MAZDA,MAZDA LIMITED
MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED
MBEL,M & B ENGINEERING LIMITED
MBLINFRA,MBL INFRASTRUCTURE LIMITED
MCL,MADHAV COPPER LIMITED
MCLOUD,MAGELLANIC CLOUD LIMITED
MDL,MARVEL DECOR LIMITED
MEDANTA,GLOBAL HEALTH LIMITED
MEDIASSIST,MEDI ASSIST HEALTHCARE SERVICES LIMITED
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED
MEDICO,MEDICO REMEDIES LIMITED
MEDISTEP,MEDISTEP HEALTHCARE LIMITED
MEDPLUS,MEDPLUS HEALTH SERVICES LIMITED
MEGASTAR,MEGASTAR FOODS LIMITED
MEGATHERM,MEGATHERM INDUCTION LIMITED
MEIL,MANGAL ELECTRICAL INDUSTRIES LIMITED
MENONBE,MENON BEARINGS LIMITED
METAL,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY METAL ETF
METALIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY METAL ETF
METROBRAND,METRO BRANDS LIMITED
METROPOLIS,METROPOLIS HEALTHCARE LIMITED
MFML,MAHALAXMI FABRIC MILLS LIMITED
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED
MGL,MAHANAGAR GAS LIMITED
MHLXMIRU,MAHALAXMI RUBTECH LIMITED
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED
MICROPRO,MICROPRO SOFTWARE SOLUTIONS LIMITED
MID150,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MIDCAP 150 ETF
MID150BEES,NIPPON INDIA ETF NIFTY MIDCAP 150
MID150CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY MIDCAP 150 ETF
MIDCAP,KOTAK NIFTY MIDCAP 50 ETF
MIDCAPETF,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
MIDCAPIETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF
MIDHANI,MISHRA DHATU NIGAM LIMITED
MIDQ50ADD,DSP  MUTUAL FUND - DSP NIFTY MIDCAP 150 QUALITY 50 ETF
MIDSELIETF,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF
MIDSMALL,MIRAEASSETMF-MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
MINDACORP,MINDA CORPORATION LIMITED
MINDSPACE,MINDSPACE BUSINESS PARKS REIT
MIRZAINT,MIRZA INTERNATIONAL LIMITED
MITCON,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED
MITTAL,MITTAL LIFE STYLE LIMITED
MMEL,MOVING MEDIA ENTERTAINMENT LIMITED
MMFL,MM FORGINGS LIMITED
MMP,MMP INDUSTRIES LIMITED
MNC,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY MNC ETF
MOALPHA50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY ALPHA 50 ETF
MOBIKWIK,ONE MOBIKWIK SYSTEMS LIMITED
MOCAPITAL,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY CAPITAL MARKET ETF
MODEFENCE,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY INDIA DEFENCE ETF
MODISONLTD,MODISON LIMITED
MOGOLD,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL GOLD ETF
MOGSEC,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL 5 YEAR G SEC ETF - GROWTH
MOHEALTH,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE HEALTHCARE ETF
MOHITIND,MOHIT INDUSTRIES LIMITED
MOIL,MOIL LIMITED
MOINFRA,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL BSE INDIA INFRASTRUCTURE ETF
MOKSH,MOKSH ORNAMENTS LIMITED
MOL,MEGHMANI ORGANICS LIMITED
MOLDTECH,MOLD-TEK TECHNOLOGIES LIMITED
MOLDTKPAC,MOLD-TEK PACKAGING LIMITED
MOLOWVOL,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL S&P BSE LOW VOLATILITY ETF
MOM100,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M100 ETF GO
MOM30IETF,ICICI PRUDENTIAL MUTUAL FUND -  ICICI PRU NIFTY 200 MOMENTUM 30 ETF
MOM50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL MOST SHARES M50 ETF
MOMENTUM,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY 200 MO
MOMENTUM50,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF
MOMGF,MOTILAL OSWAL MUTUAL FUND-MOTILAL OSWAL NIFTY INDIA MANUFACTURING ETF
MOMIDMTM,MOTILAL OSWAL MUTUAL FUND - MOTILAL OSWAL NIFTY MIDCAP150 MOMENTUM 50
